date,latitude,longitude,country,state,search_count,location,geo_code,search_term,year
2021-12-19,40.7127281,-74.0060152,United States,NY,53,New York,US-NY-501,Fishing,2021
2021-12-26,40.7127281,-74.0060152,United States,NY,61,New York,US-NY-501,Fishing,2021
2020-12-27,40.7127281,-74.0060152,United States,NY,43,New York,US-NY-501,Bass Fishing,2021
2021-01-03,40.7127281,-74.0060152,United States,NY,42,New York,US-NY-501,Bass Fishing,2021
2021-01-10,40.7127281,-74.0060152,United States,NY,32,New York,US-NY-501,Bass Fishing,2021
2021-01-17,40.7127281,-74.0060152,United States,NY,28,New York,US-NY-501,Bass Fishing,2021
2021-01-24,40.7127281,-74.0060152,United States,NY,35,New York,US-NY-501,Bass Fishing,2021
2021-01-31,40.7127281,-74.0060152,United States,NY,34,New York,US-NY-501,Bass Fishing,2021
2021-02-07,40.7127281,-74.0060152,United States,NY,35,New York,US-NY-501,Bass Fishing,2021
2021-02-14,40.7127281,-74.0060152,United States,NY,48,New York,US-NY-501,Bass Fishing,2021
2021-02-21,40.7127281,-74.0060152,United States,NY,47,New York,US-NY-501,Bass Fishing,2021
2021-02-28,40.7127281,-74.0060152,United States,NY,52,New York,US-NY-501,Bass Fishing,2021
2021-03-07,40.7127281,-74.0060152,United States,NY,61,New York,US-NY-501,Bass Fishing,2021
2021-03-14,40.7127281,-74.0060152,United States,NY,58,New York,US-NY-501,Bass Fishing,2021
2021-03-21,40.7127281,-74.0060152,United States,NY,49,New York,US-NY-501,Bass Fishing,2021
2021-03-28,40.7127281,-74.0060152,United States,NY,73,New York,US-NY-501,Bass Fishing,2021
2021-04-04,40.7127281,-74.0060152,United States,NY,71,New York,US-NY-501,Bass Fishing,2021
2021-04-11,40.7127281,-74.0060152,United States,NY,74,New York,US-NY-501,Bass Fishing,2021
2021-04-18,40.7127281,-74.0060152,United States,NY,67,New York,US-NY-501,Bass Fishing,2021
2021-04-25,40.7127281,-74.0060152,United States,NY,83,New York,US-NY-501,Bass Fishing,2021
2021-05-02,40.7127281,-74.0060152,United States,NY,89,New York,US-NY-501,Bass Fishing,2021
2021-05-09,40.7127281,-74.0060152,United States,NY,88,New York,US-NY-501,Bass Fishing,2021
2021-05-16,40.7127281,-74.0060152,United States,NY,99,New York,US-NY-501,Bass Fishing,2021
2021-05-23,40.7127281,-74.0060152,United States,NY,96,New York,US-NY-501,Bass Fishing,2021
2021-05-30,40.7127281,-74.0060152,United States,NY,97,New York,US-NY-501,Bass Fishing,2021
2021-06-06,40.7127281,-74.0060152,United States,NY,96,New York,US-NY-501,Bass Fishing,2021
2021-06-13,40.7127281,-74.0060152,United States,NY,99,New York,US-NY-501,Bass Fishing,2021
2021-06-20,40.7127281,-74.0060152,United States,NY,100,New York,US-NY-501,Bass Fishing,2021
2021-06-27,40.7127281,-74.0060152,United States,NY,90,New York,US-NY-501,Bass Fishing,2021
2021-07-04,40.7127281,-74.0060152,United States,NY,97,New York,US-NY-501,Bass Fishing,2021
2021-07-11,40.7127281,-74.0060152,United States,NY,82,New York,US-NY-501,Bass Fishing,2021
2021-07-18,40.7127281,-74.0060152,United States,NY,84,New York,US-NY-501,Bass Fishing,2021
2021-07-25,40.7127281,-74.0060152,United States,NY,96,New York,US-NY-501,Bass Fishing,2021
2021-08-01,40.7127281,-74.0060152,United States,NY,92,New York,US-NY-501,Bass Fishing,2021
2021-08-08,40.7127281,-74.0060152,United States,NY,83,New York,US-NY-501,Bass Fishing,2021
2021-08-15,40.7127281,-74.0060152,United States,NY,84,New York,US-NY-501,Bass Fishing,2021
2021-08-22,40.7127281,-74.0060152,United States,NY,87,New York,US-NY-501,Bass Fishing,2021
2021-08-29,40.7127281,-74.0060152,United States,NY,87,New York,US-NY-501,Bass Fishing,2021
2021-09-05,40.7127281,-74.0060152,United States,NY,80,New York,US-NY-501,Bass Fishing,2021
2021-09-12,40.7127281,-74.0060152,United States,NY,77,New York,US-NY-501,Bass Fishing,2021
2021-09-19,40.7127281,-74.0060152,United States,NY,77,New York,US-NY-501,Bass Fishing,2021
2021-09-26,40.7127281,-74.0060152,United States,NY,78,New York,US-NY-501,Bass Fishing,2021
2021-10-03,40.7127281,-74.0060152,United States,NY,78,New York,US-NY-501,Bass Fishing,2021
2021-10-10,40.7127281,-74.0060152,United States,NY,78,New York,US-NY-501,Bass Fishing,2021
2021-10-17,40.7127281,-74.0060152,United States,NY,69,New York,US-NY-501,Bass Fishing,2021
2021-10-24,40.7127281,-74.0060152,United States,NY,66,New York,US-NY-501,Bass Fishing,2021
2021-10-31,40.7127281,-74.0060152,United States,NY,76,New York,US-NY-501,Bass Fishing,2021
2021-11-07,40.7127281,-74.0060152,United States,NY,75,New York,US-NY-501,Bass Fishing,2021
2021-11-14,40.7127281,-74.0060152,United States,NY,66,New York,US-NY-501,Bass Fishing,2021
2021-11-21,40.7127281,-74.0060152,United States,NY,74,New York,US-NY-501,Bass Fishing,2021
2021-11-28,40.7127281,-74.0060152,United States,NY,72,New York,US-NY-501,Bass Fishing,2021
2021-12-05,40.7127281,-74.0060152,United States,NY,57,New York,US-NY-501,Bass Fishing,2021
2021-12-12,40.7127281,-74.0060152,United States,NY,49,New York,US-NY-501,Bass Fishing,2021
2021-12-19,40.7127281,-74.0060152,United States,NY,49,New York,US-NY-501,Bass Fishing,2021
2021-12-26,40.7127281,-74.0060152,United States,NY,58,New York,US-NY-501,Bass Fishing,2021
2020-12-27,40.7127281,-74.0060152,United States,NY,35,New York,US-NY-501,Trout Fishing,2021
2021-01-03,40.7127281,-74.0060152,United States,NY,38,New York,US-NY-501,Trout Fishing,2021
2021-01-10,40.7127281,-74.0060152,United States,NY,40,New York,US-NY-501,Trout Fishing,2021
2021-01-17,40.7127281,-74.0060152,United States,NY,30,New York,US-NY-501,Trout Fishing,2021
2021-01-24,40.7127281,-74.0060152,United States,NY,34,New York,US-NY-501,Trout Fishing,2021
2021-01-31,40.7127281,-74.0060152,United States,NY,30,New York,US-NY-501,Trout Fishing,2021
2021-02-07,40.7127281,-74.0060152,United States,NY,24,New York,US-NY-501,Trout Fishing,2021
2021-02-14,40.7127281,-74.0060152,United States,NY,18,New York,US-NY-501,Trout Fishing,2021
2021-02-21,40.7127281,-74.0060152,United States,NY,35,New York,US-NY-501,Trout Fishing,2021
2021-02-28,40.7127281,-74.0060152,United States,NY,43,New York,US-NY-501,Trout Fishing,2021
2021-03-07,40.7127281,-74.0060152,United States,NY,45,New York,US-NY-501,Trout Fishing,2021
2021-03-14,40.7127281,-74.0060152,United States,NY,43,New York,US-NY-501,Trout Fishing,2021
2021-03-21,40.7127281,-74.0060152,United States,NY,68,New York,US-NY-501,Trout Fishing,2021
2021-03-28,40.7127281,-74.0060152,United States,NY,94,New York,US-NY-501,Trout Fishing,2021
2021-04-04,40.7127281,-74.0060152,United States,NY,100,New York,US-NY-501,Trout Fishing,2021
2021-04-11,40.7127281,-74.0060152,United States,NY,74,New York,US-NY-501,Trout Fishing,2021
2021-04-18,40.7127281,-74.0060152,United States,NY,66,New York,US-NY-501,Trout Fishing,2021
2021-04-25,40.7127281,-74.0060152,United States,NY,56,New York,US-NY-501,Trout Fishing,2021
2021-05-02,40.7127281,-74.0060152,United States,NY,52,New York,US-NY-501,Trout Fishing,2021
2021-05-09,40.7127281,-74.0060152,United States,NY,47,New York,US-NY-501,Trout Fishing,2021
2021-05-16,40.7127281,-74.0060152,United States,NY,37,New York,US-NY-501,Trout Fishing,2021
2021-05-23,40.7127281,-74.0060152,United States,NY,34,New York,US-NY-501,Trout Fishing,2021
2021-05-30,40.7127281,-74.0060152,United States,NY,41,New York,US-NY-501,Trout Fishing,2021
2021-06-06,40.7127281,-74.0060152,United States,NY,30,New York,US-NY-501,Trout Fishing,2021
2021-06-13,40.7127281,-74.0060152,United States,NY,41,New York,US-NY-501,Trout Fishing,2021
2021-06-20,40.7127281,-74.0060152,United States,NY,31,New York,US-NY-501,Trout Fishing,2021
2021-06-27,40.7127281,-74.0060152,United States,NY,37,New York,US-NY-501,Trout Fishing,2021
2021-07-04,40.7127281,-74.0060152,United States,NY,33,New York,US-NY-501,Trout Fishing,2021
2021-07-11,40.7127281,-74.0060152,United States,NY,28,New York,US-NY-501,Trout Fishing,2021
2021-07-18,40.7127281,-74.0060152,United States,NY,36,New York,US-NY-501,Trout Fishing,2021
2021-07-25,40.7127281,-74.0060152,United States,NY,33,New York,US-NY-501,Trout Fishing,2021
2021-08-01,40.7127281,-74.0060152,United States,NY,30,New York,US-NY-501,Trout Fishing,2021
2021-08-08,40.7127281,-74.0060152,United States,NY,25,New York,US-NY-501,Trout Fishing,2021
2021-08-15,40.7127281,-74.0060152,United States,NY,37,New York,US-NY-501,Trout Fishing,2021
2021-08-22,40.7127281,-74.0060152,United States,NY,22,New York,US-NY-501,Trout Fishing,2021
2021-08-29,40.7127281,-74.0060152,United States,NY,39,New York,US-NY-501,Trout Fishing,2021
2021-09-05,40.7127281,-74.0060152,United States,NY,27,New York,US-NY-501,Trout Fishing,2021
2021-09-12,40.7127281,-74.0060152,United States,NY,18,New York,US-NY-501,Trout Fishing,2021
2021-09-19,40.7127281,-74.0060152,United States,NY,26,New York,US-NY-501,Trout Fishing,2021
2021-09-26,40.7127281,-74.0060152,United States,NY,31,New York,US-NY-501,Trout Fishing,2021
2021-10-03,40.7127281,-74.0060152,United States,NY,26,New York,US-NY-501,Trout Fishing,2021
2021-10-10,40.7127281,-74.0060152,United States,NY,17,New York,US-NY-501,Trout Fishing,2021
2021-10-17,40.7127281,-74.0060152,United States,NY,33,New York,US-NY-501,Trout Fishing,2021
2021-10-24,40.7127281,-74.0060152,United States,NY,33,New York,US-NY-501,Trout Fishing,2021
2021-10-31,40.7127281,-74.0060152,United States,NY,24,New York,US-NY-501,Trout Fishing,2021
2021-11-07,40.7127281,-74.0060152,United States,NY,22,New York,US-NY-501,Trout Fishing,2021
2021-11-14,40.7127281,-74.0060152,United States,NY,26,New York,US-NY-501,Trout Fishing,2021
2021-11-21,40.7127281,-74.0060152,United States,NY,18,New York,US-NY-501,Trout Fishing,2021
2021-11-28,40.7127281,-74.0060152,United States,NY,30,New York,US-NY-501,Trout Fishing,2021
2021-12-05,40.7127281,-74.0060152,United States,NY,23,New York,US-NY-501,Trout Fishing,2021
2021-12-12,40.7127281,-74.0060152,United States,NY,29,New York,US-NY-501,Trout Fishing,2021
2021-12-19,40.7127281,-74.0060152,United States,NY,25,New York,US-NY-501,Trout Fishing,2021
2021-12-26,40.7127281,-74.0060152,United States,NY,37,New York,US-NY-501,Trout Fishing,2021
2020-12-27,40.7127281,-74.0060152,United States,NY,70,New York,US-NY-501,Fly Fishing,2021
2021-01-03,40.7127281,-74.0060152,United States,NY,60,New York,US-NY-501,Fly Fishing,2021
2021-01-10,40.7127281,-74.0060152,United States,NY,68,New York,US-NY-501,Fly Fishing,2021
2021-01-17,40.7127281,-74.0060152,United States,NY,60,New York,US-NY-501,Fly Fishing,2021
2021-01-24,40.7127281,-74.0060152,United States,NY,49,New York,US-NY-501,Fly Fishing,2021
2021-01-31,40.7127281,-74.0060152,United States,NY,63,New York,US-NY-501,Fly Fishing,2021
2021-02-07,40.7127281,-74.0060152,United States,NY,55,New York,US-NY-501,Fly Fishing,2021
2021-02-14,40.7127281,-74.0060152,United States,NY,67,New York,US-NY-501,Fly Fishing,2021
2021-02-21,40.7127281,-74.0060152,United States,NY,55,New York,US-NY-501,Fly Fishing,2021
2021-02-28,40.7127281,-74.0060152,United States,NY,67,New York,US-NY-501,Fly Fishing,2021
2021-03-07,40.7127281,-74.0060152,United States,NY,74,New York,US-NY-501,Fly Fishing,2021
2021-03-14,40.7127281,-74.0060152,United States,NY,63,New York,US-NY-501,Fly Fishing,2021
2021-03-21,40.7127281,-74.0060152,United States,NY,66,New York,US-NY-501,Fly Fishing,2021
2021-03-28,40.7127281,-74.0060152,United States,NY,78,New York,US-NY-501,Fly Fishing,2021
2021-04-04,40.7127281,-74.0060152,United States,NY,93,New York,US-NY-501,Fly Fishing,2021
2021-04-11,40.7127281,-74.0060152,United States,NY,80,New York,US-NY-501,Fly Fishing,2021
2021-04-18,40.7127281,-74.0060152,United States,NY,64,New York,US-NY-501,Fly Fishing,2021
2021-04-25,40.7127281,-74.0060152,United States,NY,71,New York,US-NY-501,Fly Fishing,2021
2021-05-02,40.7127281,-74.0060152,United States,NY,95,New York,US-NY-501,Fly Fishing,2021
2021-05-09,40.7127281,-74.0060152,United States,NY,68,New York,US-NY-501,Fly Fishing,2021
2021-05-16,40.7127281,-74.0060152,United States,NY,72,New York,US-NY-501,Fly Fishing,2021
2021-05-23,40.7127281,-74.0060152,United States,NY,78,New York,US-NY-501,Fly Fishing,2021
2021-05-30,40.7127281,-74.0060152,United States,NY,86,New York,US-NY-501,Fly Fishing,2021
2021-06-06,40.7127281,-74.0060152,United States,NY,71,New York,US-NY-501,Fly Fishing,2021
2021-06-13,40.7127281,-74.0060152,United States,NY,78,New York,US-NY-501,Fly Fishing,2021
2021-06-20,40.7127281,-74.0060152,United States,NY,69,New York,US-NY-501,Fly Fishing,2021
2021-06-27,40.7127281,-74.0060152,United States,NY,87,New York,US-NY-501,Fly Fishing,2021
2021-07-04,40.7127281,-74.0060152,United States,NY,77,New York,US-NY-501,Fly Fishing,2021
2021-07-11,40.7127281,-74.0060152,United States,NY,81,New York,US-NY-501,Fly Fishing,2021
2021-07-18,40.7127281,-74.0060152,United States,NY,64,New York,US-NY-501,Fly Fishing,2021
2021-07-25,40.7127281,-74.0060152,United States,NY,85,New York,US-NY-501,Fly Fishing,2021
2021-08-01,40.7127281,-74.0060152,United States,NY,68,New York,US-NY-501,Fly Fishing,2021
2021-08-08,40.7127281,-74.0060152,United States,NY,69,New York,US-NY-501,Fly Fishing,2021
2021-08-15,40.7127281,-74.0060152,United States,NY,67,New York,US-NY-501,Fly Fishing,2021
2021-08-22,40.7127281,-74.0060152,United States,NY,85,New York,US-NY-501,Fly Fishing,2021
2021-08-29,40.7127281,-74.0060152,United States,NY,86,New York,US-NY-501,Fly Fishing,2021
2021-09-05,40.7127281,-74.0060152,United States,NY,77,New York,US-NY-501,Fly Fishing,2021
2021-09-12,40.7127281,-74.0060152,United States,NY,61,New York,US-NY-501,Fly Fishing,2021
2021-09-19,40.7127281,-74.0060152,United States,NY,75,New York,US-NY-501,Fly Fishing,2021
2021-09-26,40.7127281,-74.0060152,United States,NY,87,New York,US-NY-501,Fly Fishing,2021
2021-10-03,40.7127281,-74.0060152,United States,NY,78,New York,US-NY-501,Fly Fishing,2021
2021-10-10,40.7127281,-74.0060152,United States,NY,57,New York,US-NY-501,Fly Fishing,2021
2021-10-17,40.7127281,-74.0060152,United States,NY,67,New York,US-NY-501,Fly Fishing,2021
2021-10-24,40.7127281,-74.0060152,United States,NY,66,New York,US-NY-501,Fly Fishing,2021
2021-10-31,40.7127281,-74.0060152,United States,NY,69,New York,US-NY-501,Fly Fishing,2021
2021-11-07,40.7127281,-74.0060152,United States,NY,56,New York,US-NY-501,Fly Fishing,2021
2021-11-14,40.7127281,-74.0060152,United States,NY,62,New York,US-NY-501,Fly Fishing,2021
2021-11-21,40.7127281,-74.0060152,United States,NY,55,New York,US-NY-501,Fly Fishing,2021
2021-11-28,40.7127281,-74.0060152,United States,NY,81,New York,US-NY-501,Fly Fishing,2021
2021-12-05,40.7127281,-74.0060152,United States,NY,60,New York,US-NY-501,Fly Fishing,2021
2021-12-12,40.7127281,-74.0060152,United States,NY,69,New York,US-NY-501,Fly Fishing,2021
2021-12-19,40.7127281,-74.0060152,United States,NY,100,New York,US-NY-501,Fly Fishing,2021
2021-12-26,40.7127281,-74.0060152,United States,NY,77,New York,US-NY-501,Fly Fishing,2021
2020-12-27,40.7127281,-74.0060152,United States,NY,67,New York,US-NY-501,Ice Fishing,2021
2021-01-03,40.7127281,-74.0060152,United States,NY,61,New York,US-NY-501,Ice Fishing,2021
2021-01-10,40.7127281,-74.0060152,United States,NY,73,New York,US-NY-501,Ice Fishing,2021
2021-01-17,40.7127281,-74.0060152,United States,NY,81,New York,US-NY-501,Ice Fishing,2021
2021-01-24,40.7127281,-74.0060152,United States,NY,100,New York,US-NY-501,Ice Fishing,2021
2021-01-31,40.7127281,-74.0060152,United States,NY,85,New York,US-NY-501,Ice Fishing,2021
2021-02-07,40.7127281,-74.0060152,United States,NY,88,New York,US-NY-501,Ice Fishing,2021
2021-02-14,40.7127281,-74.0060152,United States,NY,96,New York,US-NY-501,Ice Fishing,2021
2021-02-21,40.7127281,-74.0060152,United States,NY,73,New York,US-NY-501,Ice Fishing,2021
2021-02-28,40.7127281,-74.0060152,United States,NY,53,New York,US-NY-501,Ice Fishing,2021
2021-03-07,40.7127281,-74.0060152,United States,NY,51,New York,US-NY-501,Ice Fishing,2021
2021-03-14,40.7127281,-74.0060152,United States,NY,30,New York,US-NY-501,Ice Fishing,2021
2021-03-21,40.7127281,-74.0060152,United States,NY,29,New York,US-NY-501,Ice Fishing,2021
2021-03-28,40.7127281,-74.0060152,United States,NY,25,New York,US-NY-501,Ice Fishing,2021
2021-04-04,40.7127281,-74.0060152,United States,NY,27,New York,US-NY-501,Ice Fishing,2021
2021-04-11,40.7127281,-74.0060152,United States,NY,29,New York,US-NY-501,Ice Fishing,2021
2021-04-18,40.7127281,-74.0060152,United States,NY,25,New York,US-NY-501,Ice Fishing,2021
2021-04-25,40.7127281,-74.0060152,United States,NY,18,New York,US-NY-501,Ice Fishing,2021
2021-05-02,40.7127281,-74.0060152,United States,NY,30,New York,US-NY-501,Ice Fishing,2021
2021-05-09,40.7127281,-74.0060152,United States,NY,24,New York,US-NY-501,Ice Fishing,2021
2021-05-16,40.7127281,-74.0060152,United States,NY,20,New York,US-NY-501,Ice Fishing,2021
2021-05-23,40.7127281,-74.0060152,United States,NY,26,New York,US-NY-501,Ice Fishing,2021
2021-05-30,40.7127281,-74.0060152,United States,NY,28,New York,US-NY-501,Ice Fishing,2021
2021-06-06,40.7127281,-74.0060152,United States,NY,18,New York,US-NY-501,Ice Fishing,2021
2021-06-13,40.7127281,-74.0060152,United States,NY,22,New York,US-NY-501,Ice Fishing,2021
2021-06-20,40.7127281,-74.0060152,United States,NY,18,New York,US-NY-501,Ice Fishing,2021
2021-06-27,40.7127281,-74.0060152,United States,NY,25,New York,US-NY-501,Ice Fishing,2021
2021-07-04,40.7127281,-74.0060152,United States,NY,27,New York,US-NY-501,Ice Fishing,2021
2021-07-11,40.7127281,-74.0060152,United States,NY,27,New York,US-NY-501,Ice Fishing,2021
2021-07-18,40.7127281,-74.0060152,United States,NY,23,New York,US-NY-501,Ice Fishing,2021
2021-07-25,40.7127281,-74.0060152,United States,NY,26,New York,US-NY-501,Ice Fishing,2021
2021-08-01,40.7127281,-74.0060152,United States,NY,26,New York,US-NY-501,Ice Fishing,2021
2021-08-08,40.7127281,-74.0060152,United States,NY,18,New York,US-NY-501,Ice Fishing,2021
2021-08-15,40.7127281,-74.0060152,United States,NY,29,New York,US-NY-501,Ice Fishing,2021
2021-08-22,40.7127281,-74.0060152,United States,NY,23,New York,US-NY-501,Ice Fishing,2021
2021-08-29,40.7127281,-74.0060152,United States,NY,26,New York,US-NY-501,Ice Fishing,2021
2021-09-05,40.7127281,-74.0060152,United States,NY,28,New York,US-NY-501,Ice Fishing,2021
2021-09-12,40.7127281,-74.0060152,United States,NY,21,New York,US-NY-501,Ice Fishing,2021
2021-09-19,40.7127281,-74.0060152,United States,NY,21,New York,US-NY-501,Ice Fishing,2021
2021-09-26,40.7127281,-74.0060152,United States,NY,26,New York,US-NY-501,Ice Fishing,2021
2021-10-03,40.7127281,-74.0060152,United States,NY,30,New York,US-NY-501,Ice Fishing,2021
2021-10-10,40.7127281,-74.0060152,United States,NY,23,New York,US-NY-501,Ice Fishing,2021
2021-10-17,40.7127281,-74.0060152,United States,NY,31,New York,US-NY-501,Ice Fishing,2021
2021-10-24,40.7127281,-74.0060152,United States,NY,33,New York,US-NY-501,Ice Fishing,2021
2021-10-31,40.7127281,-74.0060152,United States,NY,29,New York,US-NY-501,Ice Fishing,2021
2021-11-07,40.7127281,-74.0060152,United States,NY,40,New York,US-NY-501,Ice Fishing,2021
2021-11-14,40.7127281,-74.0060152,United States,NY,33,New York,US-NY-501,Ice Fishing,2021
2021-11-21,40.7127281,-74.0060152,United States,NY,41,New York,US-NY-501,Ice Fishing,2021
2021-11-28,40.7127281,-74.0060152,United States,NY,46,New York,US-NY-501,Ice Fishing,2021
2021-12-05,40.7127281,-74.0060152,United States,NY,45,New York,US-NY-501,Ice Fishing,2021
2021-12-12,40.7127281,-74.0060152,United States,NY,42,New York,US-NY-501,Ice Fishing,2021
2021-12-19,40.7127281,-74.0060152,United States,NY,48,New York,US-NY-501,Ice Fishing,2021
2021-12-26,40.7127281,-74.0060152,United States,NY,52,New York,US-NY-501,Ice Fishing,2021
2020-12-27,34.0536909,-118.242766,United States,CA,63,Los Angeles,US-CA-803,Fishing,2021
2021-01-03,34.0536909,-118.242766,United States,CA,60,Los Angeles,US-CA-803,Fishing,2021
2021-01-10,34.0536909,-118.242766,United States,CA,60,Los Angeles,US-CA-803,Fishing,2021
2021-01-17,34.0536909,-118.242766,United States,CA,58,Los Angeles,US-CA-803,Fishing,2021
2021-01-24,34.0536909,-118.242766,United States,CA,54,Los Angeles,US-CA-803,Fishing,2021
2021-01-31,34.0536909,-118.242766,United States,CA,59,Los Angeles,US-CA-803,Fishing,2021
2021-02-07,34.0536909,-118.242766,United States,CA,59,Los Angeles,US-CA-803,Fishing,2021
2021-02-14,34.0536909,-118.242766,United States,CA,62,Los Angeles,US-CA-803,Fishing,2021
2021-02-21,34.0536909,-118.242766,United States,CA,70,Los Angeles,US-CA-803,Fishing,2021
2021-02-28,34.0536909,-118.242766,United States,CA,69,Los Angeles,US-CA-803,Fishing,2021
2021-03-07,34.0536909,-118.242766,United States,CA,66,Los Angeles,US-CA-803,Fishing,2021
2021-03-14,34.0536909,-118.242766,United States,CA,63,Los Angeles,US-CA-803,Fishing,2021
2021-03-21,34.0536909,-118.242766,United States,CA,71,Los Angeles,US-CA-803,Fishing,2021
2021-03-28,34.0536909,-118.242766,United States,CA,76,Los Angeles,US-CA-803,Fishing,2021
2021-04-04,34.0536909,-118.242766,United States,CA,76,Los Angeles,US-CA-803,Fishing,2021
2021-04-11,34.0536909,-118.242766,United States,CA,72,Los Angeles,US-CA-803,Fishing,2021
2021-04-18,34.0536909,-118.242766,United States,CA,75,Los Angeles,US-CA-803,Fishing,2021
2021-04-25,34.0536909,-118.242766,United States,CA,75,Los Angeles,US-CA-803,Fishing,2021
2021-05-02,34.0536909,-118.242766,United States,CA,75,Los Angeles,US-CA-803,Fishing,2021
2021-05-09,34.0536909,-118.242766,United States,CA,77,Los Angeles,US-CA-803,Fishing,2021
2021-05-16,34.0536909,-118.242766,United States,CA,76,Los Angeles,US-CA-803,Fishing,2021
2021-05-23,34.0536909,-118.242766,United States,CA,91,Los Angeles,US-CA-803,Fishing,2021
2021-05-30,34.0536909,-118.242766,United States,CA,89,Los Angeles,US-CA-803,Fishing,2021
